#,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,repay_fail,loan_income_ratio,installment_income_ratio,int_rate_x_amount,Prob_Default,Decision,Real_Default
16000,442216,537035,20000.0,20000.0,18687.78,36 months,17.74,720.42,2 years,MORTGAGE,73400.0,Verified,sept-09,debt_consolidation,064xx,CT,14.06,0.0,feb-98,2.0,59.0,28.0,0.0,55912.0,68.10%,42.0,4320.78,4126.32,2643.74,1677.04,Apr-10,720.42,,jun-16,1,0.2724795640326976,0.11777983651226157,354799.99999999994,0.9999998909359912,Reject,1
32046,584857,751507,25000.0,25000.0,24663.90554,60 months,19.41,654.17,1 year,MORTGAGE,140000.0,Source Verified,sept-10,credit_card,068xx,CT,8.74,2.0,Aug-83,6.0,3.0,7.0,0.0,12910.0,69%,28.0,38597.8755,37826.8,25000.0,13597.88,nov-14,7205.44,Dec-14,nov-14,0,0.17857142857142858,0.05607171428571428,485250.0,4.334364997736464e-05,Approve,0
11658,664845,850083,4000.0,4000.0,4000.0,36 months,7.29,124.04,< 1 year,RENT,48000.0,Source Verified,feb-11,other,191xx,PA,6.25,0.0,Dec-96,4.0,,4.0,0.0,782.0,39.10%,12.0,4389.403189,4389.4,4000.0,389.4,Dec-12,1793.94,,Jan-14,0,0.08333333333333333,0.03101,29160.0,7.468961675760007e-05,Approve,0
27053,542021,699524,6000.0,6000.0,6000.0,60 months,16.32,146.94,10+ years,RENT,70500.0,Not Verified,jul-10,other,902xx,CA,12.15,0.0,mar-78,0.0,29.0,12.0,0.0,15135.0,72.40%,22.0,8815.530005,8815.53,6000.0,2815.53,jul-15,153.8,,jun-16,0,0.0851063829787234,0.025011063829787232,97920.0,0.0018568861804226162,Approve,0
23808,781191,984023,5000.0,5000.0,5000.0,36 months,12.62,167.56,4 years,OWN,50000.0,Not Verified,jun-11,debt_consolidation,104xx,NY,17.66,0.0,jul-89,2.0,,5.0,0.0,13117.0,93%,10.0,6031.988614,6031.99,5000.0,1031.99,jul-14,185.81,,jun-16,0,0.1,0.0402144,63099.99999999999,0.0009470933408170062,Approve,0
2887,647699,828640,15000.0,15000.0,14975.0,60 months,15.95,364.38,4 years,RENT,70000.0,Source Verified,Jan-11,small_business,946xx,CA,6.17,0.0,sept-04,0.0,,3.0,0.0,4789.0,47.90%,3.0,7227.74,7215.8,3319.97,3217.81,jul-12,364.38,,Dec-12,1,0.21428571428571427,0.06246514285714285,239250.0,0.9999988843126626,Reject,1
37011,992218,1216515,21000.0,21000.0,20950.0,60 months,12.42,471.61,7 years,MORTGAGE,53000.0,Source Verified,oct-11,other,450xx,OH,13.06,0.0,mar-05,2.0,,11.0,0.0,1501.0,10.10%,24.0,4709.2,4698.0,2660.45,2048.75,sept-12,471.61,,jun-16,1,0.39622641509433965,0.10677962264150943,260820.0,0.999999942568742,Reject,1
24231,715986,909734,4800.0,4800.0,4722.431931,36 months,5.42,144.77,1 year,RENT,96900.0,Source Verified,Apr-11,credit_card,191xx,PA,9.55,0.0,Dec-96,0.0,,13.0,0.0,15201.0,24.90%,20.0,5193.767964,5109.62,4800.0,393.77,sept-13,1154.87,,sept-13,0,0.04953560371517028,0.017928173374613006,26016.0,6.397274040450706e-05,Approve,0
32190,885522,1101214,25000.0,25000.0,24975.0,60 months,14.65,590.17,10+ years,RENT,64000.0,Verified,sept-11,debt_consolidation,105xx,NY,14.49,0.0,Apr-89,1.0,,8.0,0.0,9943.0,31.40%,17.0,5511.08,5505.57,2378.99,2341.33,jun-12,590.17,,may-15,1,0.390625,0.11065687499999999,366250.0,0.9999999780728079,Reject,1
35183,840541,1050932,25000.0,25000.0,25000.0,36 months,10.99,818.35,,MORTGAGE,57120.0,Verified,Aug-11,credit_card,928xx,CA,15.29,0.0,may-82,0.0,,7.0,0.0,25725.0,80.10%,10.0,27987.07333,27987.07,25000.0,2987.07,Dec-12,15729.78,,Dec-12,0,0.4376750700280112,0.17192226890756304,274750.0,3.481590531068668e-07,Approve,0
33711,489994,625445,7500.0,7500.0,7500.0,36 months,19.04,275.09,5 years,MORTGAGE,79577.0,Not Verified,mar-10,wedding,321xx,FL,12.96,0.0,jul-04,0.0,,7.0,0.0,7302.0,88%,12.0,9633.665639,9633.67,7500.0,2133.67,Apr-12,3034.49,,Apr-16,0,0.09424833808763838,0.04148284051924551,142800.0,2.5034028268314262e-05,Approve,0
31324,851035,1062910,25000.0,25000.0,25000.0,60 months,20.99,676.2,10+ years,RENT,73328.76,Verified,Aug-11,debt_consolidation,302xx,GA,19.69,0.0,mar-88,0.0,,20.0,0.0,21530.0,88.20%,37.0,38489.46,38489.46,23016.46,15473.0,jun-16,676.2,jul-16,jun-16,0,0.34093035256562365,0.11065781011433988,524750.0,0.053554522008265035,Approve,0
35759,892351,1109284,8000.0,8000.0,8000.0,36 months,6.62,245.63,10+ years,RENT,164000.0,Verified,sept-11,other,334xx,MN,4.4,0.0,oct-93,0.0,24.0,11.0,0.0,10312.0,22.70%,26.0,8285.420359,8285.42,8000.0,285.42,may-12,6818.07,,may-12,0,0.04878048780487805,0.017972926829268293,52960.0,8.19770241552018e-05,Approve,0
27614,1044982,1275369,6000.0,6000.0,6000.0,36 months,9.91,193.35,1 year,RENT,45000.0,Not Verified,nov-11,debt_consolidation,852xx,AZ,11.57,0.0,feb-05,3.0,,6.0,0.0,5869.0,31.40%,10.0,6614.78722,6614.79,6000.0,614.79,mar-13,3913.55,,jun-13,0,0.13333333333333333,0.051559999999999995,59460.0,8.28738551741563e-05,Approve,0
25360,673722,861127,6000.0,6000.0,6000.0,36 months,14.54,206.65,4 years,MORTGAGE,30652.0,Source Verified,feb-11,debt_consolidation,170xx,PA,8.46,0.0,Jan-08,0.0,,3.0,0.0,364.0,16.50%,7.0,7439.083379,7439.08,6000.0,1439.08,mar-14,210.82,,jun-16,0,0.1957457914654835,0.08090173561268434,87240.0,0.000462842765304332,Approve,0
25248,845055,1056195,4800.0,4800.0,4800.0,36 months,15.62,167.86,5 years,OWN,62000.0,Verified,Aug-11,credit_card,114xx,NY,14.07,0.0,Jan-04,3.0,31.0,13.0,0.0,8099.0,60.40%,31.0,6042.71535,6042.72,4800.0,1242.72,sept-14,180.13,,jun-16,0,0.07741935483870968,0.03248903225806452,74976.0,0.000875118180852464,Approve,0
19550,453885,561563,24000.0,24000.0,23961.14256,36 months,19.47,885.52,5 years,RENT,78000.0,Not Verified,nov-09,small_business,921xx,CA,12.14,0.0,nov-04,4.0,,9.0,0.0,22161.0,75.90%,15.0,30100.70049,30039.06,24000.0,6100.7,jul-11,13288.06,Aug-11,jul-11,0,0.3076923076923077,0.13623384615384615,467280.0,1.1620793812949019e-05,Approve,0
30904,1064862,1298709,17000.0,17000.0,16060.11069,60 months,15.27,406.85,8 years,RENT,65000.0,Not Verified,Dec-11,debt_consolidation,076xx,NJ,16.84,0.0,nov-98,2.0,33.0,11.0,0.0,12923.0,62.70%,16.0,21961.64,20042.28,14638.72,7302.58,jun-16,406.85,jul-16,jun-16,0,0.26153846153846155,0.07511076923076924,259590.0,0.010975014247922934,Approve,0
12277,525918,680437,15000.0,9175.0,8813.453634,60 months,11.49,201.74,10+ years,MORTGAGE,49920.0,Not Verified,jun-10,debt_consolidation,493xx,MI,17.74,0.0,mar-95,1.0,,5.0,0.0,6997.0,63.60%,22.0,10512.98346,9913.07,9175.0,1337.98,Dec-11,30.22,,Dec-11,0,0.3004807692307692,0.04849519230769231,172350.0,0.0007327072417481536,Approve,0
15747,562869,724273,17000.0,17000.0,16269.44987,60 months,11.49,373.79,2 years,MORTGAGE,90000.0,Source Verified,Aug-10,wedding,921xx,CA,11.29,0.0,feb-95,0.0,41.0,8.0,0.0,12218.0,26.30%,19.0,21497.93085,20341.03,17000.0,4497.93,oct-13,8039.79,,Dec-13,0,0.18888888888888888,0.04983866666666667,195330.0,5.1921006858718806e-05,Approve,0
9998,584817,751457,9250.0,9250.0,9250.0,36 months,11.86,306.62,< 1 year,MORTGAGE,120000.0,Not Verified,sept-10,wedding,941xx,CA,9.47,0.0,Jan-98,2.0,,7.0,0.0,21343.0,94.90%,33.0,9341.91,9341.91,9250.0,91.91,nov-10,9342.68,,Aug-14,0,0.07708333333333334,0.030662000000000002,109705.0,7.166563969121813e-06,Approve,0
4014,648443,829573,9000.0,9000.0,8984.022745,36 months,6.54,276.01,3 years,MORTGAGE,71352.0,Not Verified,Jan-11,credit_card,720xx,AR,7.97,0.0,mar-05,1.0,,14.0,0.0,3460.0,12.30%,29.0,9927.928594,9909.69,9000.0,927.93,oct-13,1117.33,,oct-13,0,0.12613521695257315,0.04641944164143962,58860.0,1.128189964667868e-05,Approve,0
4090,491988,629027,10000.0,10000.0,7925.0,36 months,10.99,327.36,7 years,MORTGAGE,86000.0,Not Verified,mar-10,major_purchase,060xx,CT,0.0,0.0,Dec-97,0.0,,4.0,0.0,0.0,0%,24.0,11785.12779,9339.71,10000.0,1785.13,Apr-13,355.01,,mar-13,0,0.11627906976744186,0.04567813953488372,109900.0,4.694442172859031e-05,Approve,0
13723,787064,990564,15000.0,9625.0,9375.0,60 months,11.49,211.64,9 years,MORTGAGE,55000.0,Source Verified,jun-11,credit_card,398xx,GA,8.09,0.0,may-97,0.0,,4.0,0.0,11517.0,45.20%,15.0,12426.61,12102.5,9376.66,3049.95,jun-16,211.64,jul-16,jun-16,0,0.2727272727272727,0.046175999999999995,172350.0,0.0011093264962463113,Approve,0
12698,748128,947148,5000.0,5000.0,5000.0,60 months,15.99,121.57,2 years,RENT,40000.0,Not Verified,may-11,credit_card,554xx,MN,9.42,0.0,jun-01,0.0,30.0,8.0,0.0,4087.0,83.40%,17.0,7209.66,7209.66,5000.0,2209.66,jul-15,1269.08,,jun-16,0,0.125,0.036470999999999996,79950.0,0.003310780375989094,Approve,0
20204,641838,821581,12000.0,12000.0,11975.0,60 months,14.46,282.09,10+ years,MORTGAGE,82000.0,Source Verified,Jan-11,debt_consolidation,322xx,FL,2.37,0.0,Aug-98,0.0,,2.0,0.0,6056.0,94.60%,12.0,3368.11,3361.14,1480.1,1888.01,mar-12,313.38,,jun-16,1,0.14634146341463414,0.041281463414634144,173520.0,0.999999072992197,Reject,1
1301,463442,580257,21250.0,21250.0,21125.0,36 months,10.99,695.63,5 years,RENT,47052.0,Verified,feb-10,debt_consolidation,117xx,NY,17.93,0.0,may-01,1.0,,7.0,0.0,26636.0,61.60%,10.0,25043.4919,24896.18,21249.99,3793.5,feb-13,760.73,,feb-13,0,0.4516279860579784,0.17741137464932413,233537.5,9.704535031115368e-06,Approve,0
26012,287550,283422,7500.0,7500.0,5750.34,36 months,9.76,241.16,< 1 year,RENT,20000.0,Not Verified,Apr-08,educational,597xx,MT,10.56,0.0,Dec-96,0.0,49.0,10.0,0.0,3415.0,14.30%,13.0,8681.74729,6608.05,7500.0,1181.75,Apr-11,256.62,,mar-11,0,0.375,0.144696,73200.0,4.128923261161391e-05,Approve,0
27056,795522,1000264,4325.0,4325.0,4325.0,60 months,16.49,106.31,2 years,RENT,27000.0,Not Verified,jun-11,debt_consolidation,294xx,SC,20.4,1.0,mar-02,0.0,8.0,13.0,0.0,11266.0,58.70%,23.0,5554.891332,5554.89,4325.0,1229.89,jul-13,3116.95,,jun-16,0,0.16018518518518518,0.04724888888888889,71319.25,0.00219918898131541,Approve,0
37891,708116,900575,14000.0,14000.0,14000.0,60 months,13.43,321.64,3 years,RENT,36500.0,Source Verified,Apr-11,wedding,191xx,PA,22.88,0.0,Aug-00,1.0,,16.0,0.0,5562.0,36.60%,37.0,18156.42644,18156.43,14000.0,4156.43,mar-14,7569.35,,feb-14,0,0.3835616438356164,0.10574465753424657,188020.0,0.0001021213477705889,Approve,0
15234,874361,1088775,6000.0,6000.0,6000.0,36 months,13.49,203.59,2 years,RENT,57000.0,Not Verified,sept-11,debt_consolidation,930xx,CA,16.27,0.0,Apr-98,1.0,67.0,14.0,0.0,17397.0,58.40%,19.0,7071.324493,7071.32,6000.0,1071.32,jun-13,3010.74,,feb-16,0,0.10526315789473684,0.042861052631578946,80940.0,0.00017125520715452426,Approve,0
15156,235589,235229,14725.0,14725.0,7600.0,36 months,18.04,532.64,10+ years,MORTGAGE,82000.0,Not Verified,feb-08,debt_consolidation,606xx,IL,20.96,2.0,Aug-90,3.0,7.0,9.0,0.0,24391.0,98.40%,43.0,19175.02542,9896.79,14725.0,4450.03,feb-11,550.82,feb-11,may-13,0,0.1795731707317073,0.07794731707317074,265639.0,0.00015865022005719288,Approve,0
23772,1005015,1231479,6000.0,6000.0,5750.0,36 months,11.71,198.46,7 years,RENT,48000.0,Source Verified,nov-11,debt_consolidation,146xx,NY,13.1,0.0,Dec-99,0.0,31.0,11.0,0.0,2374.0,37.60%,17.0,6766.497445,6484.56,6000.0,766.5,mar-13,3802.79,,mar-13,0,0.125,0.049615,70260.0,0.0003529120816887103,Approve,0
15185,1002568,1228613,25000.0,25000.0,24900.0,60 months,12.69,564.87,5 years,MORTGAGE,184000.0,Verified,nov-11,debt_consolidation,201xx,VA,5.56,0.0,Jan-93,1.0,,5.0,0.0,69539.0,17.80%,19.0,25947.53483,25843.74,25000.0,947.53,Apr-13,83.75,,Apr-13,0,0.1358695652173913,0.03683934782608696,317250.0,0.00010093312931028613,Approve,0
27740,501827,645130,5500.0,5500.0,5200.0,36 months,13.48,186.59,5 years,OWN,26899.2,Not Verified,Apr-10,other,440xx,OH,22.84,0.0,Apr-00,5.0,44.0,12.0,0.0,2688.0,17.70%,36.0,6713.607218,6347.41,5500.0,1213.61,mar-13,335.82,Apr-13,mar-13,0,0.204467047347133,0.08323965024982155,74140.0,0.00019240771728997524,Approve,0
23706,675301,863050,10000.0,10000.0,9925.0,36 months,6.92,308.41,10+ years,RENT,52000.0,Source Verified,feb-11,wedding,075xx,NJ,18.81,0.0,Aug-96,0.0,,12.0,0.0,9951.0,33.90%,29.0,11102.57365,11019.3,10000.0,1102.57,mar-14,318.28,,Dec-15,0,0.19230769230769232,0.07117153846153847,69200.0,0.00011177713703270397,Approve,0
8915,1062288,1294350,13500.0,13500.0,13500.0,36 months,9.91,435.04,2 years,MORTGAGE,36000.0,Source Verified,Dec-11,credit_card,200xx,DC,22.93,0.0,Apr-80,1.0,,13.0,0.0,25011.0,67.20%,15.0,15622.37656,15622.38,13500.0,2122.38,sept-14,1706.24,,jun-16,0,0.375,0.14501333333333336,133785.0,0.0001932257513520413,Approve,0
11638,460977,575832,12000.0,12000.0,11900.0,36 months,12.87,403.6,10+ years,MORTGAGE,67430.0,Not Verified,nov-09,credit_card,920xx,CA,7.15,0.0,sept-87,0.0,,12.0,0.0,14079.0,70%,13.0,14529.54873,14408.47,12000.0,2529.55,Dec-12,414.0,,Aug-14,0,0.17796233130654013,0.0718255969153196,154440.0,2.1439641190587847e-05,Approve,0
33246,241536,240491,13450.0,13450.0,10350.0,36 months,12.61,450.67,4 years,RENT,35000.0,Not Verified,feb-08,debt_consolidation,841xx,UT,19.71,0.0,oct-99,1.0,0.0,13.0,0.0,18028.0,88.40%,16.0,14923.82084,11484.13,13450.0,1473.82,feb-09,9974.99,,Jan-16,0,0.3842857142857143,0.15451542857142858,169604.5,1.730587050869043e-05,Approve,0
4837,871592,1085720,10000.0,10000.0,10000.0,36 months,5.99,304.18,6 years,MORTGAGE,105000.0,Not Verified,sept-11,credit_card,945xx,CA,2.91,0.0,feb-98,4.0,,6.0,0.0,5080.0,16.80%,20.0,10237.50321,10237.5,10000.0,237.5,feb-12,9022.03,,feb-12,0,0.09523809523809523,0.03476342857142857,59900.0,2.575632870579508e-06,Approve,0
273,830014,1039153,4025.0,4025.0,4025.0,36 months,7.49,125.19,10+ years,MORTGAGE,106000.0,Not Verified,Aug-11,home_improvement,921xx,CA,15.44,1.0,Apr-98,5.0,8.0,7.0,0.0,656.0,5%,13.0,4491.126766,4491.13,4025.0,466.13,feb-14,878.08,,mar-16,0,0.037971698113207546,0.014172452830188679,30147.25,4.761458972875304e-05,Approve,0
27058,1040256,1270217,12000.0,12000.0,12000.0,36 months,11.71,396.92,8 years,RENT,34000.0,Not Verified,nov-11,debt_consolidation,937xx,CA,16.8,0.0,Jan-86,1.0,,19.0,0.0,13436.0,30.40%,23.0,14288.76169,14288.76,12000.0,2288.76,Dec-14,413.16,,jun-16,0,0.35294117647058826,0.14008941176470588,140520.0,0.0008934542406642305,Approve,0
29008,813588,1021047,30000.0,19600.0,19350.0,60 months,17.49,492.29,10+ years,RENT,84000.0,Verified,jul-11,debt_consolidation,852xx,AZ,12.51,0.0,oct-96,0.0,,5.0,0.0,32589.0,65.70%,27.0,29195.62999,28823.24,19600.0,9595.63,oct-15,5095.94,,oct-15,0,0.35714285714285715,0.07032714285714287,524700.0,0.012167953993431197,Approve,0
11133,264630,264449,5600.0,5600.0,1775.0,36 months,9.76,180.07,< 1 year,RENT,40000.0,Not Verified,feb-08,other,890xx,NV,7.47,0.0,feb-00,2.0,0.0,3.0,0.0,7842.0,43.80%,4.0,6535.58453,2071.55,5600.0,920.58,jul-11,172.84,,jun-11,0,0.14,0.054021000000000007,54656.0,2.8656591779631322e-05,Approve,0
2636,565494,727535,1750.0,1750.0,1750.0,36 months,7.51,54.45,,RENT,9192.0,Verified,sept-10,debt_consolidation,480xx,MI,20.76,0.0,Dec-96,0.0,,7.0,1.0,3117.0,40%,13.0,1945.136841,1945.14,1750.0,195.14,Jan-13,535.93,,Jan-16,0,0.1903829416884247,0.07108355091383813,13142.5,5.899035082377899e-05,Approve,0
7703,408640,458859,2500.0,2500.0,2500.0,36 months,13.16,84.43,< 1 year,RENT,36000.0,Verified,jun-09,other,774xx,TX,2.2,0.0,Aug-99,1.0,,4.0,0.0,2196.0,35.40%,6.0,1781.93,1781.93,1333.48,433.5,mar-11,84.43,,jun-16,1,0.06944444444444445,0.028143333333333336,32900.0,0.9995819175497178,Reject,1
33525,228954,228911,1600.0,1600.0,600.0,36 months,7.43,49.72,< 1 year,RENT,3500.0,Not Verified,Jan-08,other,069xx,CT,5.14,0.0,jun-05,0.0,0.0,2.0,0.0,506.0,5.90%,6.0,1713.285949,642.48,1600.0,113.29,may-09,267.8,may-09,jul-09,0,0.45714285714285713,0.1704685714285714,11888.0,8.786725725154646e-05,Approve,0
14985,626658,803024,2000.0,2000.0,1500.0,36 months,6.91,61.68,5 years,MORTGAGE,60000.0,Not Verified,Dec-10,credit_card,853xx,AZ,16.54,0.0,Dec-98,1.0,,18.0,0.0,19285.0,38%,37.0,2126.807796,1595.13,2000.0,126.81,feb-12,1387.18,,Jan-15,0,0.03333333333333333,0.012336,13820.0,2.7542770948312807e-05,Approve,0
14610,864755,1077992,3000.0,3000.0,3000.0,36 months,10.99,98.21,5 years,RENT,85000.0,Source Verified,sept-11,small_business,917xx,CA,10.52,0.0,sept-06,2.0,,8.0,0.0,4234.0,60.80%,19.0,3511.176213,3511.18,3000.0,511.18,feb-14,774.11,,feb-14,0,0.03529411764705882,0.013864941176470589,32970.0,0.0002946284206656691,Approve,0
32663,667916,853863,6000.0,6000.0,6000.0,36 months,5.42,180.96,7 years,MORTGAGE,65000.0,Not Verified,feb-11,car,124xx,NY,14.29,0.0,jul-99,0.0,,13.0,0.0,8765.0,32%,33.0,6514.883956,6514.88,6000.0,514.88,feb-14,188.91,,jun-16,0,0.09230769230769231,0.033408,32520.0,0.00011569093623737365,Approve,0
34589,967261,1188183,3000.0,3000.0,3000.0,36 months,17.27,107.37,4 years,RENT,57996.0,Not Verified,sept-11,other,895xx,NV,17.79,0.0,may-04,0.0,,8.0,0.0,13731.0,97.40%,10.0,3864.933985,3864.93,3000.0,864.93,oct-14,113.32,,oct-14,0,0.051727705358990274,0.022216014897579146,51810.0,0.0004540016815280279,Approve,0
8728,823151,1031692,27200.0,27200.0,10050.0,60 months,20.62,730.05,4 years,MORTGAGE,195000.0,Verified,jul-11,major_purchase,021xx,MA,18.32,0.0,Apr-99,2.0,,19.0,0.0,51300.0,56.30%,45.0,5139.52,1898.23,1358.77,2290.23,Jan-12,730.05,,jun-12,1,0.13948717948717948,0.04492615384615384,560864.0,0.9999999996073166,Reject,1
6663,607194,778950,11000.0,11000.0,10975.0,36 months,12.98,370.53,1 year,RENT,125000.0,Source Verified,nov-10,debt_consolidation,201xx,VA,13.55,0.0,Apr-00,1.0,44.0,16.0,0.0,23600.0,64.10%,38.0,13339.69584,13309.38,11000.0,2339.7,nov-13,382.15,,nov-13,0,0.088,0.03557088,142780.0,0.00014826155687557078,Approve,0
15053,641208,820793,20000.0,20000.0,19475.0,36 months,6.54,613.35,10+ years,MORTGAGE,86000.0,Verified,Jan-11,home_improvement,908xx,CA,3.81,0.0,sept-94,1.0,,6.0,0.0,24831.0,36.80%,28.0,22061.39249,21482.28,20000.0,2061.39,oct-13,2463.07,,Dec-15,0,0.23255813953488372,0.08558372093023256,130800.0,8.710336364899868e-06,Approve,0
11818,482706,614085,24250.0,24250.0,23620.49803,36 months,15.33,844.59,10+ years,MORTGAGE,98000.0,Not Verified,feb-10,debt_consolidation,945xx,CA,19.0,1.0,jun-95,2.0,21.0,10.0,0.0,14206.0,55.90%,15.0,30406.935,29545.13,24250.0,6156.93,feb-13,853.62,,feb-13,0,0.24744897959183673,0.10341918367346939,371752.5,3.1224665782635726e-05,Approve,0
24398,631066,808452,20000.0,18300.0,17717.05997,36 months,6.54,561.21,10+ years,MORTGAGE,70000.0,Verified,Dec-10,debt_consolidation,954xx,CA,10.41,0.0,Dec-92,0.0,,6.0,0.0,11465.0,42%,34.0,19660.47739,19027.51,18300.0,1360.48,jul-12,5537.15,,jul-12,0,0.2857142857142857,0.09620742857142858,130800.0,1.697128134203502e-05,Approve,0
26235,829264,1038361,4000.0,4000.0,4000.0,36 months,13.49,135.73,4 years,RENT,30000.0,Verified,Aug-11,other,275xx,NC,4.84,0.0,nov-99,0.0,,3.0,1.0,3629.0,71.20%,7.0,4885.91872,4885.92,4000.0,885.92,Aug-14,151.49,,jun-16,0,0.13333333333333333,0.05429199999999999,53960.0,0.00012668862136979597,Approve,0
20420,845531,1056736,23000.0,23000.0,22975.0,60 months,12.42,516.52,3 years,RENT,64000.0,Verified,oct-11,debt_consolidation,113xx,NY,20.74,0.0,Apr-00,1.0,,12.0,0.0,8214.0,36.30%,35.0,28323.69235,28292.91,23000.0,5323.69,Jan-14,14899.34,,jun-16,0,0.359375,0.0968475,285660.0,6.421792959096159e-05,Approve,0
445,610240,782633,12000.0,12000.0,11923.05608,60 months,16.69,296.24,10+ years,MORTGAGE,60000.0,Not Verified,nov-10,moving,665xx,KS,20.94,1.0,may-00,0.0,20.0,7.0,0.0,224.0,17.20%,25.0,17773.87471,17658.52,12000.0,5773.87,nov-15,295.71,,nov-15,0,0.2,0.059248,200280.00000000003,0.00041268637855894667,Approve,0
13235,364740,375472,12000.0,12000.0,7367.49784,36 months,14.3,411.89,6 years,RENT,65000.0,Not Verified,Dec-08,debt_consolidation,752xx,TX,4.95,1.0,sept-95,0.0,17.0,5.0,0.0,12379.0,91.70%,8.0,14827.707,8766.87,12000.0,2827.71,Dec-11,430.56,,Dec-11,0,0.18461538461538463,0.07604123076923078,171600.0,3.703029637243507e-05,Approve,0
27704,1028052,1257431,16800.0,16800.0,16800.0,36 months,6.03,511.32,5 years,MORTGAGE,75000.0,Not Verified,nov-11,debt_consolidation,027xx,MA,12.5,0.0,nov-97,1.0,,10.0,0.0,13325.0,20.20%,22.0,17982.7058,17982.71,16800.0,1182.71,jun-13,9292.76,,jun-13,0,0.224,0.0818112,101304.0,2.7916148029226135e-06,Approve,0
1798,673901,861353,6500.0,6500.0,6500.0,36 months,10.74,212.01,6 years,RENT,75000.0,Source Verified,feb-11,debt_consolidation,070xx,NJ,6.8,0.0,Dec-98,1.0,66.0,19.0,1.0,6484.0,63.60%,53.0,7415.472456,7415.47,6500.0,915.47,nov-12,3186.78,,mar-16,0,0.08666666666666667,0.033921599999999996,69810.0,2.8993493097102174e-05,Approve,0
33554,229063,214505,6600.0,6600.0,2650.0,36 months,15.51,230.45,< 1 year,MORTGAGE,160000.0,Not Verified,Jan-08,debt_consolidation,805xx,CO,25.11,0.0,nov-93,2.0,0.0,15.0,0.0,127093.0,76.60%,30.0,8295.879347,3330.92,6600.0,1695.88,feb-11,237.34,feb-11,Aug-15,0,0.04125,0.017283749999999997,102366.0,0.0001971737351986968,Approve,0
9271,408280,458274,20000.0,20000.0,4592.083738,36 months,15.68,700.04,< 1 year,RENT,117000.0,Verified,may-09,debt_consolidation,016xx,MA,22.02,0.0,Jan-96,0.0,,25.0,0.0,21873.0,75.20%,37.0,25201.02534,5467.13,20000.0,5201.03,jun-12,705.3,,jun-16,0,0.17094017094017094,0.07179897435897435,313600.0,0.01691001648256043,Approve,0
4388,667654,853533,12000.0,12000.0,11950.0,36 months,10.74,391.39,1 year,RENT,39996.0,Not Verified,feb-11,debt_consolidation,021xx,MA,21.24,1.0,jun-01,0.0,15.0,8.0,0.0,11089.0,82.90%,14.0,14057.10206,13998.53,12000.0,2057.1,oct-13,1954.07,,Apr-16,0,0.3000300030003,0.11742874287428744,128880.0,8.790232040025583e-06,Approve,0
12157,530051,685416,4300.0,4300.0,4300.0,36 months,11.86,142.54,4 years,RENT,23000.0,Source Verified,jun-10,credit_card,923xx,CA,7.36,0.0,oct-06,0.0,,11.0,0.0,4228.0,20.40%,18.0,4829.075709,4829.08,4300.0,529.08,sept-11,2841.95,,nov-15,0,0.18695652173913044,0.07436869565217391,50998.0,0.00010086715588630177,Approve,0
36681,710336,903076,34800.0,34800.0,34800.0,36 months,16.77,1236.74,10+ years,RENT,137000.0,Verified,mar-11,debt_consolidation,110xx,NY,21.07,1.0,nov-86,1.0,3.0,10.0,0.0,24278.0,85.20%,30.0,42835.92484,42835.92,34800.0,8035.92,feb-13,16890.68,,may-14,0,0.25401459854014596,0.10832759124087592,583596.0,3.188796288078916e-06,Approve,0
29173,544216,702051,8000.0,8000.0,7950.0,60 months,16.82,198.05,10+ years,RENT,34000.0,Verified,jul-10,medical,809xx,CO,12.19,0.0,oct-02,2.0,71.0,8.0,1.0,6342.0,68.90%,11.0,7327.08,7281.28,4103.03,3224.05,sept-13,46.62,,jun-16,1,0.23529411764705882,0.0699,134560.0,0.9999482091667451,Reject,1
21181,390985,426552,5200.0,5200.0,5100.0,36 months,10.95,170.12,2 years,MORTGAGE,81000.0,Source Verified,Apr-09,other,183xx,PA,10.34,0.0,oct-84,1.0,30.0,6.0,0.0,25972.0,89.60%,13.0,6123.934089,6006.17,5200.0,923.93,may-12,187.23,,Apr-12,0,0.06419753086419754,0.025202962962962965,56939.99999999999,2.2509013837617102e-05,Approve,0
18652,838776,1048894,13000.0,13000.0,13000.0,36 months,18.39,472.53,1 year,RENT,50000.0,Verified,Aug-11,debt_consolidation,900xx,CA,8.52,1.0,Dec-02,0.0,18.0,5.0,0.0,12056.0,90.60%,16.0,13883.22,13883.22,7832.17,3481.64,Aug-13,472.53,,jun-16,1,0.26,0.1134072,239070.0,0.9999459659771522,Reject,1
10547,771304,973062,13175.0,13175.0,13175.0,60 months,11.99,293.01,< 1 year,MORTGAGE,85000.0,Not Verified,jun-11,small_business,330xx,FL,9.77,1.0,may-00,0.0,7.0,6.0,0.0,23315.0,56.90%,12.0,7554.22,7554.22,4337.71,2677.6,jul-13,586.02,,nov-13,1,0.155,0.041366117647058824,157968.25,0.9999651701615125,Reject,1
